번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1106367,소프트웨어융합전공,20130327,2011,단위조작,2005,"McCabe, Warren L",McGraw Hill Korea,660.2842 M121u7K이
AJ1103547,전자공학전공,20120927,2009,화공양론,2006,"Himmelblau, David M",한산,660.2 H658b7K조
AJ1104299,전자공학전공,20131023,2010,광고천재 이제석,2010,이제석,학고재,659.1092 이74광
AJ1105707,미디어학과,20110831,2011,광고천재 이제석,2010,이제석,학고재,659.1092 이74광
AJ1103947,미디어학과,20110502,2009,광고천재 이제석,2010,이제석,학고재,659.1092 이74광
AJ1101497,미디어학과,20130430,2008,인문학으로 광고하다,2009,박웅현,알마,659.1 박66인
AJ1104916,전자공학전공,20140419,2010,소비자 행동론,2005,임종원,經文社,658.8342 소48임2
AJ1101787,전자공학전공,20111207,2008,소비자 행동론,2006,임종원,經文社,658.834 소48임3
AJ1106493,미디어학과,20131205,2011,Consumer behavior,2010,"Schiffman, Leon G",Pearson Prentice Hall,658.834 S333c10g
AJ1108071,전자공학전공,20150128,2013,마케팅 불변의 법칙,1994,"Ries, Al",십일월출판사,658.8 R559TK박
AJ1108730,전자공학전공,20140912,2013,마케팅 불변의 법칙,1994,"Ries, Al",십일월출판사,658.8 R559TK박
AJ1107593,정보컴퓨터공학전공,20131230,2010,마케팅 불변의 법칙,1994,"Ries, Al",십일월출판사,658.8 R559TK박
AJ1103947,미디어학과,20120719,2009,마케팅 불변의 법칙,1994,"Ries, Al",십일월출판사,658.8 R559TK박
AJ1100148,정보컴퓨터공학전공,20140520,2005,Kotler의 마케팅 원리,2008,"Kotler, Philip",피어슨에듀케이션코리아,658.8 K87p12K안
AJ1106493,미디어학과,20130322,2011,Kotler의 마케팅 원리,2008,"Kotler, Philip",피어슨에듀케이션코리아,658.8 K87p12K안
AJ1106023,전자공학전공,20120313,2011,(필립 코틀러의) 마케팅 A to Z,2003,"Kotler, Philip",세종연구원,658.8 K87mK홍
AJ1102896,전자공학전공,20130322,2009,생산운영관리,2006,신용백,범한,658.5 신65생
AJ1100326,정보컴퓨터공학전공,20121109,2006,비즈니스 프로세스 경영,2012,"Anupindi, Ravi",피어슨에듀케이션코리아,658.5 M266a3K김
AJ1107593,정보컴퓨터공학전공,20140310,2010,무리뉴 그 남자의 기술,2013,한준,브레인스토어,658.4092 한76무
AJ1102898,전자공학전공,20131106,2009,무리뉴 그 남자의 기술,2013,한준,브레인스토어,658.4092 한76무
AJ1109133,전자공학전공,20131111,2013,무리뉴 그 남자의 기술,2013,한준,브레인스토어,658.4092 한76무
AJ1108730,전자공학전공,20140317,2013,육일약국 갑시다,2007,김성오,북이십일,658.409 김54육
AJ1101824,전자공학전공,20130111,2008,육일약국 갑시다,2007,김성오,북이십일,658.409 김54육
AJ1103876,미디어학과,20130314,2009,빅 데이터 비즈니스,2012,영목양개,더숲,658.4038 영35빅K천
AJ1106067,전자공학전공,20141028,2011,빅데이터 혁명,2012,권대석,북이십일 21세기북스,658.4038 권23빅
AJ1108740,미디어학과,20140508,2013,빅데이터 혁명,2012,권대석,북이십일 21세기북스,658.4038 권23빅
AJ1107593,정보컴퓨터공학전공,20130507,2010,빅데이터 혁명,2012,권대석,북이십일 21세기북스,658.4038 권23빅
AJ1102381,정보컴퓨터공학전공,20130515,2008,빅데이터 혁명,2012,권대석,북이십일 21세기북스,658.4038 권23빅
AJ1105395,정보컴퓨터공학전공,20130719,2010,빅데이터 혁명,2012,권대석,북이십일 21세기북스,658.4038 권23빅
AJ1103876,미디어학과,20130314,2009,빅데이터 혁명,2012,권대석,북이십일 21세기북스,658.4038 권23빅
AJ1108823,미디어학과,20141127,2013,계량경영학,2009,김명호,大經,658.4033 김34계개2
AJ1102901,전자공학전공,20131117,2009,경영과학,2013,"Hillier, Frederick S",McGraw-Hill Education Korea,658.4032 H654i9K김
AJ1105625,전자공학전공,20140513,2010,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1102319,전자공학전공,20141104,2008,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1101383,전자공학전공,20131025,2007,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1103491,미디어학과,20130926,2009,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1106754,전자공학전공,20140902,2011,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1101497,미디어학과,20140519,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1103839,미디어학과,20131230,2009,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1101887,전자공학전공,20121212,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1100429,전자공학전공,20130827,2006,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1103491,미디어학과,20140415,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1104892,미디어학과,20141215,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102719,정보컴퓨터공학전공,20141117,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102439,정보컴퓨터공학전공,20130711,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1100564,전자공학전공,20121028,2006,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1100564,전자공학전공,20121007,2006,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1100564,전자공학전공,20121028,2006,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1106814,전자공학전공,20140513,2012,Introduction to operations research,2010,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9i
AJ1101092,소프트웨어융합전공,20130620,2007,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1101092,소프트웨어융합전공,20130620,2007,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1102540,전자공학전공,20141006,2009,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1106669,전자공학전공,20141105,2011,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1101299,전자공학전공,20130502,2007,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1105430,전자공학전공,20150119,2011,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1102438,정보컴퓨터공학전공,20131203,2009,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1103874,정보컴퓨터공학전공,20130523,2008,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1103100,전자공학전공,20140318,2009,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100749,전자공학전공,20121118,2007,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1103363,전자공학전공,20140520,2009,면접의 정석,2006,예라고이미지전략연구소,예라고,658.31124 예292면
AJ1103961,미디어학과,20140507,2010,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1106427,정보컴퓨터공학전공,20140825,2011,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1102572,정보컴퓨터공학전공,20140331,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1105736,전자공학전공,20140426,2011,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1104917,전자공학전공,20141011,2010,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1109049,전자공학전공,20130903,2013,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
AJ1100041,전자공학전공,20131018,2003,조직행동론,2009,신형재,무역경영사,658.3 신94조
AJ1100564,전자공학전공,20130924,2006,재무관리,2004,홍봉영,21c법경사,658.15 홍45재3
AJ1110744,소프트웨어보안전공,20140711,2014,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1108323,정보컴퓨터공학전공,20130502,2013,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1106493,미디어학과,20130927,2011,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1101234,미디어학과,20130220,2007,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1103677,전자공학전공,20120704,2009,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1106336,미디어학과,20120508,2011,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1107493,미디어학과,20120521,2012,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1105431,전자공학전공,20120320,2011,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1102046,전자공학전공,20120228,2008,스티브 잡스,2011,"Isaacson, Walter",민음사,658.0092 I73sK안
AJ1100184,전자공학전공,20141124,2005,(잡코리아와 함께하는 실전 면접에 강한) 면접질문 202제,2009,황선길,제우미디어,650.144 황54면
AJ1101448,정보컴퓨터공학전공,20140926,2008,(잡코리아와 함께하는 실전 면접에 강한) 면접질문 202제,2009,황선길,제우미디어,650.144 황54면
AJ1101382,전자공학전공,20131023,2007,(잡코리아와 함께하는 실전 면접에 강한) 면접질문 202제,2009,황선길,제우미디어,650.144 황54면
AJ1101211,정보컴퓨터공학전공,20141024,2007,(뽑고 싶어 안달 나게 하는) 면접답변법,2011,김세준,나비의 활주로,650.144 김54면2
AJ1100776,전자공학전공,20130906,2007,(뽑고 싶어 안달 나게 하는) 면접답변법,2011,김세준,나비의 활주로,650.144 김54면2
AJ1103298,정보컴퓨터공학전공,20130530,2007,(뽑고 싶어 안달 나게 하는) 면접답변법,2011,김세준,나비의 활주로,650.144 김54면2
AJ1102957,전자공학전공,20150117,2009,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
AJ1100749,전자공학전공,20121022,2007,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
AJ1106270,전자공학전공,20150216,2011,대기업 합격 자기소개서 사례 및 해설집,2012,김세준,북마에스트로,650.142 김54대
AJ1104367,정보컴퓨터공학전공,20130605,2010,졸업 전에 취업하라,2012,박천웅,북이십일 21세기북스,650.14 박83졸
AJ1103313,전자공학전공,20130723,2009,졸업 전에 취업하라,2012,박천웅,북이십일 21세기북스,650.14 박83졸
AJ1105403,정보컴퓨터공학전공,20140715,2010,인생학교,2013,"Krznaric, Roman",쌤앤파커스,650.14 K94hK정
AJ1103961,미디어학과,20140312,2010,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1107418,정보컴퓨터공학전공,20140904,2010,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1109131,전자공학전공,20131031,2013,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1107421,정보컴퓨터공학전공,20140520,2010,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1107004,미디어학과,20140307,2012,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1109186,전자공학전공,20140117,2011,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1109179,전자공학전공,20130926,2011,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1104750,미디어학과,20130916,2010,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1107413,정보컴퓨터공학전공,20120718,2010,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
AJ1105823,소프트웨어융합전공,20110819,2011,내게 스무 살이 다시 온다면,2011,이남미,밸류앤북스,650.1 이192내
AJ1101824,전자공학전공,20111110,2008,내게 스무 살이 다시 온다면,2011,이남미,밸류앤북스,650.1 이192내
AJ1105475,전자공학전공,20150111,2011,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
AJ1103886,소프트웨어융합전공,20130926,2009,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
AJ1110242,소프트웨어보안전공,20141029,2014,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
AJ1105244,미디어학과,20120103,2011,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
AJ1106949,미디어학과,20141203,2012,지혜의 심리학,2013,김경일,진성북스,650.1 김14지진
AJ1110237,소프트웨어보안전공,20140916,2014,지혜의 심리학,2013,김경일,진성북스,650.1 김14지진
AJ1100801,미디어학과,20111229,2007,바보 빅터,2011,"Posada, Joachim de",한국경제신문 한경BP,650.1 P855vK한
AJ1102128,정보컴퓨터공학전공,20140918,2008,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
AJ1106949,미디어학과,20140304,2012,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
AJ1108580,전자공학전공,20131219,2013,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
AJ1102830,전자공학전공,20120818,2009,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
AJ1106949,미디어학과,20140304,2012,마시멜로 두 번째 이야기,2007,"Posada, Joachim de",한국경제신문사,650.1 P855dK공 v.2
AJ1107851,정보컴퓨터공학전공,20130430,2012,마시멜로 두 번째 이야기,2007,"Posada, Joachim de",한국경제신문사,650.1 P855dK공 v.2
AJ1102830,전자공학전공,20120818,2009,마시멜로 두 번째 이야기,2007,"Posada, Joachim de",한국경제신문사,650.1 P855dK공 v.2
AJ1105677,미디어학과,20140522,2011,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1105475,전자공학전공,20140701,2011,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1105739,전자공학전공,20131011,2011,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1107413,정보컴퓨터공학전공,20130701,2010,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1105202,전자공학전공,20130723,2010,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1102348,전자공학전공,20140704,2008,(C언어로 즐기는) Legoⓡ mindstormsⓡ nxt,2007,홍선학,이지테크,629.892 홍54L
AJ1103599,전자공학전공,20140705,2010,(C언어로 즐기는) Legoⓡ mindstormsⓡ nxt,2007,홍선학,이지테크,629.892 홍54L
AJ1107665,전자공학전공,20131113,2012,(C언어로 즐기는) Legoⓡ mindstormsⓡ nxt,2007,홍선학,이지테크,629.892 홍54L
AJ1102470,전자공학전공,20120806,2009,(C언어로 즐기는) Legoⓡ mindstormsⓡ nxt,2007,홍선학,이지테크,629.892 홍54L
AJ1105886,정보컴퓨터공학전공,20120509,2011,(C언어로 즐기는) Legoⓡ mindstormsⓡ nxt,2007,홍선학,이지테크,629.892 홍54L
AJ1102348,전자공학전공,20140704,2008,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1103599,전자공학전공,20140705,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1108970,전자공학전공,20131101,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1108169,전자공학전공,20131212,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1109197,정보컴퓨터공학전공,20130608,2011,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1108981,전자공학전공,20130701,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1103799,전자공학전공,20131016,2009,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1108239,전자공학전공,20130626,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1105886,정보컴퓨터공학전공,20120509,2011,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1107420,정보컴퓨터공학전공,20120607,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1107594,정보컴퓨터공학전공,20120905,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1104906,정보컴퓨터공학전공,20111113,2011,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남
AJ1102081,전자공학전공,20140602,2008,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1109185,전자공학전공,20141127,2011,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1101582,전자공학전공,20131022,2008,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1108250,전자공학전공,20130713,2013,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1102327,전자공학전공,20130910,2008,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1100910,전자공학전공,20130401,2007,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1107750,전자공학전공,20130312,2012,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1106754,전자공학전공,20120704,2011,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1106270,전자공학전공,20110721,2011,(AVR) ATmega128 정복,2006,윤덕용,Ohm사,629.89 윤24a3
AJ1102081,전자공학전공,20140622,2008,(AVR) ATmega128 마스터,2005,윤덕용,Ohm사,629.89 윤24a2
AJ1108160,전자공학전공,20131101,2013,(AVR) ATmega128 마스터,2005,윤덕용,Ohm사,629.89 윤24a2
AJ1103669,전자공학전공,20130705,2009,(AVR) ATmega128 마스터,2005,윤덕용,Ohm사,629.89 윤24a2
AJ1107750,전자공학전공,20130403,2012,(AVR) ATmega128 마스터,2005,윤덕용,Ohm사,629.89 윤24a2
AJ1107177,전자공학전공,20120710,2012,(AVR) ATmega128 마스터,2005,윤덕용,Ohm사,629.89 윤24a2
AJ1101388,전자공학전공,20131015,2007,(AVR) ATmega128 마스터,2004,윤덕용,Ohm사,629.89 윤24a
AJ1101885,전자공학전공,20121022,2008,(AVR) ATmega128 마스터,2004,윤덕용,Ohm사,629.89 윤24a
AJ1102766,전자공학전공,20121129,2009,(AVR) ATmega128 마스터,2004,윤덕용,Ohm사,629.89 윤24a
AJ1106202,전자공학전공,20120904,2009,(AVR) ATmega128 마스터,2004,윤덕용,Ohm사,629.89 윤24a
AJ1100398,전자공학전공,20110808,2006,(AVR) ATmega128 마스터,2004,윤덕용,Ohm사,629.89 윤24a
AJ1103152,전자공학전공,20110412,2009,(AVR) ATmega128 마스터,2004,윤덕용,Ohm사,629.89 윤24a
AJ1102650,전자공학전공,20141127,2009,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1109185,전자공학전공,20140930,2011,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1100744,전자공학전공,20140401,2007,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1110227,전자공학전공,20140513,2014,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1102939,전자공학전공,20141118,2009,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1102712,전자공학전공,20140408,2009,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1104390,전자공학전공,20140916,2010,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1102424,전자공학전공,20140622,2008,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1102899,전자공학전공,20131027,2009,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1109048,전자공학전공,20130810,2013,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
AJ1104357,전자공학전공,20130518,2010,ATmega128 이론 및 실험,2008,김종부,복두,629.89 A881김2
